68,20,44,56,59,6,45,13,37,54,22,16,10,80,12,2,23,77,63,36,26,35,75,33,14,30,27,38,52,57,65,66,43,32,1,46,55,7,49,34,60,67,9,73,21,53,78,79,70,50,64,4,61,62,58,74,48,25,76,71,41,0,18,69,5,31,40,28,8,19,47,51,29,3,11,72,17,24,39,15,42
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
